2904,276,15576,-431,-6929,-254
3804,112,15060,-535,-5020,-130
3900,-264,14616,-703,-3069,5
3888,-400,14460,-583,-1733,151
3940,-328,14184,-302,-1052,406
4020,-372,14184,110,-910,371
4172,-20,14576,274,-761,140
4044,-160,14868,675,-414,107
4088,-176,14724,370,-408,164
4184,96,14708,-135,-813,44
4064,-12,14860,-321,-1310,143
4156,-56,14864,-248,-1148,176
4188,-224,14568,-257,-772,157
4320,-120,14520,-196,-278,115
4156,-96,14744,-220,188,8
4144,96,14384,-440,-96,112
4320,-12,14644,-611,-310,37
4184,-96,14924,-503,-330,-58
4076,96,14952,-313,-313,-129
4052,32,14764,-247,-339,-109
4176,-100,14804,-159,-379,-88
4184,-64,14728,-10,-251,-23
4288,-184,14732,177,-215,-23
4148,16,14700,313,-293,-18
4128,192,14648,212,-136,-46
4232,292,14676,-9,-171,-89
4048,-120,14656,-239,-527,-165
4144,-164,14692,-252,-817,-116
4412,-132,14660,-222,-406,-52
4544,-204,14440,-403,530,50
4228,-260,14452,-707,1014,374
3972,-88,14644,-993,636,573
3700,212,14884,-813,-220,437
3808,324,15120,-571,-356,302
3944,196,15124,-369,-284,-26
4104,156,15168,-138,-284,-327
4040,-260,14748,66,-426,-311
4108,-424,14548,-128,-542,-173
4052,-256,14740,-55,-398,51
3944,-76,14508,-128,-178,155
4044,180,14844,-318,-106,73
4060,28,14748,-451,-302,-54
4044,52,14804,-506,-511,-170
4272,-132,14864,-308,-529,-138
4020,-128,14612,-264,-321,-114
4092,-148,14552,-336,-152,-32
3992,32,14600,-236,-286,-2
4136,16,14836,-167,-295,-63
4008,-32,14888,-88,-246,-66
4128,100,14684,-121,-248,-105
4240,-64,14724,-242,-248,-111
3996,-52,14628,-138,-335,-104
4032,-52,14532,-320,-195,-63
4116,-184,14728,-379,-89,-54
3924,-204,14888,-221,-246,84
4084,80,14788,-372,-282,69
4092,8,14880,-478,-148,6
4020,-40,14744,-372,-352,-38
4044,24,14620,-287,-456,-100
3972,-116,14728,-234,-279,-47
4104,-144,14804,-163,-99,-13
3940,-56,14584,-232,-166,30
4100,112,14824,-322,-238,-4
3996,-116,14820,-265,-171,-96
3928,0,14820,-224,-125,-162
4052,-132,14728,-245,-247,-94
3944,24,14768,-185,-203,-58
3964,-28,14528,-176,-194,-70
3880,4,14908,-210,-209,-87
4056,-44,14704,-122,-182,-54
3948,-64,14828,-84,-164,12
3860,-24,14880,-209,-208,72
3756,-76,14960,-320,-332,-14
3776,48,14980,-237,-498,-11
4020,0,14648,-55,-504,0
4068,-4,14652,4,-232,23
3980,-20,14544,-296,-63,-32
3976,124,14436,-744,-170,-82
3948,-84,14808,-876,-231,-83
3936,-108,14864,-674,-199,-71
3856,-228,14804,-387,-196,-68
3908,-64,14840,-215,-138,-6
3840,-40,14716,-249,-91,9
3916,-56,14592,-290,-168,-63
3884,-184,14576,-286,-183,-134
3888,-204,14752,-181,-183,-62
3912,-184,14796,-104,-233,58
3844,-64,14816,-170,-120,74
3792,72,14956,-336,-186,27
3908,12,14772,-364,-291,-29
3868,-64,14504,-185,-417,-94
3860,-160,14664,-94,-295,-108
3876,-68,14808,-155,-205,-55
3848,-40,14652,-216,-305,26
3932,-44,14660,-295,-382,11
3908,-28,14676,-215,-334,-52
3876,-56,14880,-131,-301,-80
3868,-44,14660,-92,-277,-51
3836,-80,14752,-154,-195,3
3884,-32,14840,-160,-219,-14
3948,4,14716,-175,-255,-20
3868,44,14756,-111,-245,-9
3956,-152,14812,-55,-50,-16
3864,28,14684,-160,44,41
3648,76,14824,-368,-269,18
3824,100,14640,-334,-356,-41
3916,-40,14736,-235,-291,-75
3820,-212,14872,-187,-277,-65
3768,-16,14896,-310,-280,49
3820,28,14752,-356,-257,45
3912,212,14796,-409,-259,-6
3816,132,14792,-298,-286,-81
3832,0,14676,-192,-301,-122
3804,-52,14980,-252,-276,-76
3780,-28,14808,-244,-298,-29
3856,88,14952,-261,-256,-32
3808,52,14744,-315,-286,-86
3868,-8,14592,-325,-314,-75
3788,-104,14692,-186,-272,-23
3756,104,14832,-172,-152,-27
3840,128,14900,-254,-83,-104
3780,-48,15028,-343,-186,-115
3844,-8,14764,-241,-409,-62
3708,-64,14792,-176,-425,-34
3752,-64,14708,-147,-220,-10
3728,104,14708,-173,-185,8
3772,136,14776,-370,-326,-59
3736,-40,14808,-371,-355,-94
3688,-60,14792,-386,-252,-82
3732,-108,14612,-292,-191,-9
3844,92,14820,-145,-174,-47
3796,44,14868,-108,-88,-104
3720,72,14660,-206,-46,-65
3816,-60,14828,-218,-268,-47
3668,-84,14744,-148,-382,33
3640,136,14772,-103,-270,11
3908,84,14860,-161,-165,-10
3716,52,14808,-218,-209,-128
3772,-8,14756,-132,-369,-125
3820,-20,14708,-163,-292,-97
3692,60,14740,-237,-91,-98
3660,116,14948,-173,-181,-166
3748,204,14788,-141,-250,-299
3820,244,14904,-80,-312,-587
3984,600,14764,235,-768,-1125
3848,380,14840,868,-1916,-1761
3944,612,14716,1265,-3370,-2120
3880,580,14952,2326,-5211,-2347
4264,292,14988,2860,-7143,-1692
4704,544,15256,2626,-10125,-1034
5372,1144,14768,2850,-13347,-534
6504,940,14260,1939,-14940,-255
8200,1100,14040,-325,-13110,187
8416,1228,13324,-2353,-11270,764
9212,744,12476,-3581,-11345,1464
10080,556,12000,-4726,-10681,2190
10788,168,11756,-5930,-8667,3164
11756,164,11568,-6668,-5431,3936
11472,-1056,10836,-8638,-1480,4851
11144,-1344,11492,-12182,-350,5456
6620,-2532,7484,-13843,-5903,5377
8000,-3836,8592,-14824,-11946,5511
12612,-5172,11488,-14080,-12570,5626
12732,-6116,10436,-12942,-7611,5536
13684,-6968,9776,-9741,1099,5057
13156,-6752,8252,-6220,9507,3811
12184,-7072,8036,-3257,13312,3018
11536,-7212,8000,-1081,12741,2767
10412,-6576,8428,-273,10850,2983
9900,-6784,9452,-244,10150,3357
9100,-6640,10552,164,11075,3372
8824,-6164,11076,974,12263,2942
8268,-6308,11640,982,14890,2485
6188,-6676,12404,3171,17113,2022
5348,-6780,13504,6240,15003,1617
4064,-6460,13332,8133,9933,1004
3072,-5520,13544,9962,6628,-4
2908,-4912,14496,11527,4494,-894
2708,-4492,14820,13336,4030,-1750
1820,-3952,15448,14715,4264,-2695
1660,-3564,14992,16055,4378,-2719
844,-2108,14908,17424,3342,-2456
560,-584,14240,19691,2286,-2918
728,628,14572,20765,-526,-3594
652,2032,14032,21088,-4985,-3925
1680,3588,14136,20825,-9737,-4722
2544,4832,14100,18299,-14297,-4635
4124,6912,14064,14557,-17068,-3996
5460,7868,13188,11539,-18490,-1606
7604,8596,12152,6452,-18863,1950
8844,8520,11140,2338,-18001,5265
9348,8076,10040,-636,-16965,7323
9768,7544,8636,-3451,-17041,9630
11328,6980,8168,-5691,-17761,10811
11784,6752,8252,-7316,-17624,11577
12844,5696,8024,-8700,-16506,12169
13036,4644,7544,-10122,-14041,12220
13636,3808,7232,-11292,-10638,12463
14392,2316,7124,-12299,-6820,12305
14768,1140,7144,-12880,-3484,12090
14496,-144,6936,-13766,118,11561
14500,-856,6880,-14646,3573,10719
14008,-2084,6336,-15382,6619,9796
13564,-3708,6572,-15321,8425,8734
13832,-4736,7116,-13652,9834,7380
13736,-5336,7676,-11928,11248,6379
13216,-5708,7536,-9223,12877,5393
12452,-5588,7712,-6911,14118,5380
12108,-6484,9452,-4898,14496,5003
12000,-7220,10080,-2508,15531,4708
11168,-7520,11120,141,17437,4205
9848,-7952,11308,2816,18520,3768
8252,-7480,11796,5831,17885,3086
6756,-7172,12504,8130,15328,2597
5492,-6504,13160,10358,12089,1692
4368,-5524,13700,12474,9701,1144
3508,-4656,14796,13950,7930,274
2484,-3348,14488,14553,5397,-935
2724,-2300,15156,16457,2858,-2882
2268,-1400,15196,17910,786,-4523
2184,-664,15088,18893,-730,-5322
2316,-64,15116,18908,-1578,-5151
2324,964,14900,17731,-1877,-4575
2792,2388,14408,17624,-965,-4421
2456,3788,13736,16141,-1045,-3726
2588,4800,13604,13659,-3203,-2651
2792,6116,12744,11050,-5676,-1625
3788,6660,12400,8286,-6557,32
4284,7260,11860,6764,-6890,850
4960,7892,11780,4924,-7371,1712
4828,8420,10700,3029,-8716,3000
6372,8700,10388,-11,-10962,4599
7704,9284,10188,-2763,-13672,5842
9436,8460,10340,-6275,-14927,7189
9720,7540,10928,-9542,-13711,8391
9944,6824,11440,-11502,-10819,8818
10428,5616,11244,-13147,-7324,9238
10484,3788,11408,-14226,-4797,9172
10736,2652,11076,-14254,-3529,8667
10324,1424,10944,-13718,-3186,7905
10584,832,10540,-13156,-2373,6678
10628,360,10200,-12398,-706,5318
11744,-788,10504,-12899,1589,4601
11424,-2356,11280,-13768,3327,4929
11080,-3624,11748,-14136,4266,5098
10716,-4544,12336,-14050,5173,5473
10644,-5308,12540,-13577,6222,4916
9948,-6264,11880,-13099,7172,4707
9836,-6628,11472,-11657,8037,4414
9572,-7000,10956,-9367,9220,3855
8904,-7092,11096,-6973,10208,3500
8464,-7524,11128,-4742,10990,3041
